City of Galt,MO,Publicly Owned, 20 , 22 , 215 ,10.23
City of Hannibal,MO,Publicly Owned," 1,111 "," 1,622 "," 28,091 ",5.77
City of Hermann,MO,Publicly Owned, 339 , 695 ," 9,943 ",6.99
City of Higginsville,MO,Publicly Owned, 362 , 264 ," 5,171 ",5.11
City of Houston,MO,Publicly Owned, 130 ," 1,479 "," 14,048 ",10.53
City of Hunnewell,MO,Publicly Owned, 8 , 10 , 110 ,9.09
City of Jackson,MO,Publicly Owned, 737 ," 3,425 "," 49,859 ",6.87
City of Kahoka,MO,Publicly Owned, 121 , 180 ," 3,664 ",4.91
City of Kennett,MO,Publicly Owned," 1,183 "," 3,131 "," 60,262 ",5.20
City of Kirkwood,MO,Publicly Owned," 1,212 "," 6,774 "," 93,792 ",7.22
City of La Plata,MO,Publicly Owned, 164 , 279 ," 3,760 ",7.42
City of Lamar,MO,Publicly Owned, 616 ," 3,203 "," 60,120 ",5.33
City of Lebanon,MO,Publicly Owned," 1,222 "," 3,360 "," 61,597 ",5.45
City of Liberal,MO,Publicly Owned, 70 , 157 ," 1,873 ",8.38
City of Macon,MO,Publicly Owned, 421 ," 1,773 "," 27,395 ",6.47
City of Malden,MO,Publicly Owned, 446 , 901 ," 17,087 ",5.27
City of Mansfield,MO,Publicly Owned, 73 , 402 ," 5,998 ",6.70
City of Marceline,MO,Publicly Owned, 205 , 449 ," 6,553 ",6.85
City of Marshall,MO,Publicly Owned, 987 ," 3,670 "," 59,122 ",6.21
City of Memphis,MO,Publicly Owned, 282 , 637 ," 7,642 ",8.34
City of Mindenmines,MO,Publicly Owned, 13 , 25 , 321 ,7.79
City of Monett,MO,Publicly Owned, 684 ," 2,868 "," 49,289 ",5.82
City of Monroe City,MO,Publicly Owned, 252 , 718 ," 10,786 ",6.66
City of Mount Vernon,MO,Publicly Owned, 370 ," 1,357 "," 20,000 ",6.79
City of Mountain View,MO,Publicly Owned, 216 , 928 ," 16,464 ",5.64
City of New Madrid,MO,Publicly Owned, 308 , 515 ," 9,614 ",5.36
City of Newburg,MO,Publicly Owned, 30 , 30 , 514 ,5.84
City of Nixa,MO,Publicly Owned, 607 , 650 ," 15,712 ",4.14
City of Odessa,MO,Publicly Owned, 316 , 820 ," 9,712 ",8.44
City of Osceola,MO,Publicly Owned, 92 , 270 ," 4,261 ",6.34
City of Owensville,MO,Publicly Owned, 167 , 291 ," 3,016 ",9.65
City of Palmyra,MO,Publicly Owned, 347 ," 1,144 "," 14,141 ",8.09
City of Perry,MO,Publicly Owned, 60 , 314 ," 4,993 ",6.29
City of Poplar Bluff,MO,Publicly Owned," 1,689 "," 6,394 "," 136,876 ",4.67
City of Rich Hill,MO,Publicly Owned, 106 , 276 ," 3,333 ",8.28
City of Richland,MO,Publicly Owned, 203 , 507 ," 7,976 ",6.36
City of Rockport,MO,Publicly Owned, 122 , 252 ," 3,833 ",6.57
City of Rolla,MO,Publicly Owned," 1,274 "," 1,900 "," 35,552 ",5.34
City of Salem,MO,Publicly Owned, 475 ," 1,870 "," 38,620 ",4.84
City of Salisbury,MO,Publicly Owned, 163 , 236 ," 3,285 ",7.18
City of Shelbina,MO,Publicly Owned, 192 , 435 ," 5,862 ",7.42
City of Sikeston,MO,Publicly Owned," 1,781 "," 6,025 "," 121,389 ",4.96
City of Slater,MO,Publicly Owned, 141 , 361 ," 4,117 ",8.77
City of St James,MO,Publicly Owned, 284 ," 2,053 "," 32,783 ",6.26
City of St Robert,MO,Publicly Owned, 446 ," 1,979 "," 35,388 ",5.59
City of Stanberry,MO,Publicly Owned, 98 , 107 ," 1,240 ",8.63
City of Steelville,MO,Publicly Owned, 172 , 335 ," 4,716 ",7.10
City of Sullivan,MO,Publicly Owned, 388 , 508 ," 7,000 ",7.26
City of Unionville,MO,Publicly Owned, 183 , 360 ," 4,055 ",8.88
City of Vandalia,MO,Publicly Owned, 171 , 482 ," 4,617 ",10.44
City of Waynesville,MO,Publicly Owned, 252 ," 1,102 "," 20,418 ",5.40
City of West Plains,MO,Publicly Owned, 805 ," 1,528 "," 26,569 ",5.75
City of Willow Springs,MO,Publicly Owned, 209 , 627 ," 9,159 ",6.85
City of Winona,MO,Publicly Owned, 83 , 145 ," 3,249 ",4.46
Clay County Electric Coop Corp,MO,Cooperative, 3 , 12 , 156 ,7.69
Co-Mo Electric Coop Inc,MO,Cooperative," 2,296 "," 4,379 "," 67,455 ",6.49
Consolidated Electric Coop,MO,Cooperative, 442 , 949 ," 16,457 ",5.77
"Crawford Electric Coop, Inc",MO,Cooperative," 1,407 "," 2,493 "," 36,106 ",6.90
Cuivre River Electric Coop Inc,MO,Cooperative," 3,061 "," 8,160 "," 165,420 ",4.93
Empire District Electric Co,MO,Investor Owned," 21,663 "," 89,629 "," 1,375,511 ",6.52
"Farmers' Electric Coop, Inc",MO,Cooperative, 954 ," 2,300 "," 29,850 ",7.71
Fredericktown City of,MO,Publicly Owned, 325 , 640 ," 9,610 ",6.66
Gascosage Electric Coop,MO,Cooperative, 898 ," 1,765 "," 25,268 ",6.99
"Grundy Electric Coop, Inc",MO,Cooperative, 662 ," 2,135 "," 36,110 ",5.91
Harrisonville City of,MO,Publicly Owned, 675 ," 3,022 "," 53,141 ",5.69
Howard Electric Coop,MO,Cooperative, 108 , 351 ," 5,566 ",6.31
"Howell-Oregon Elec Coop, Inc",MO,Cooperative," 2,036 "," 3,284 "," 52,575 ",6.25
Independence City of,MO,Publicly Owned," 4,924 "," 33,741 "," 495,825 ",6.81
Intercounty Electric Coop Assn,MO,Cooperative, 692 ," 3,778 "," 63,985 ",5.90
Kansas City Power & Light Co,MO,Investor Owned," 30,454 "," 252,999 "," 4,156,077 ",6.09
"Laclede Electric Coop, Inc",MO,Cooperative," 3,076 "," 7,226 "," 102,217 ",7.07
Lewis County Rural E C A,MO,Cooperative, 633 ," 1,607 "," 24,590 ",6.54
Lockwood Water & Light Company,MO,Publicly Owned, 92 , 258 ," 3,892 ",6.63
Macon Electric Coop,MO,Cooperative," 1,194 "," 1,799 "," 26,556 ",6.77
Milan City of,MO,Publicly Owned, 199 , 211 ," 2,992 ",7.05
Missouri Rural Electric Coop,MO,Cooperative, 511 ," 1,224 "," 19,380 ",6.32
"New-Mac Electric Coop, Inc",MO,Cooperative, 72 ," 1,380 "," 19,527 ",7.07
North Central MO Elec Coop Inc,MO,Cooperative, 420 ," 4,320 "," 91,580 ",4.72
Osage Valley Elec Coop Assn,MO,Cooperative, 665 ," 1,529 "," 22,915 ",6.67
Ozark Border Electric Coop,MO,Cooperative," 4,952 "," 6,345 "," 101,568 ",6.25
Ozark Electric Coop Inc,MO,Cooperative," 1,966 "," 4,418 "," 66,413 ",6.65
Paris City of,MO,Publicly Owned, 141 , 329 ," 4,924 ",6.68
Pemiscot-Dunklin Elec Coop Inc,MO,Cooperative," 1,597 "," 1,583 "," 19,735 ",8.02
"Platte-Clay Electric Coop, Inc",MO,Cooperative," 1,790 "," 3,205 "," 48,927 ",6.55
Ralls County Electric Coop,MO,Cooperative, 601 ," 1,173 "," 16,104 ",7.28
Sac-Osage Electric Coop Inc,MO,Cooperative," 1,240 "," 1,283 "," 18,140 ",7.07
SE-MA-NO Electric Coop,MO,Cooperative, 384 , 765 ," 12,020 ",6.36
SEMO Electric Cooperative,MO,Cooperative," 4,477 "," 6,034 "," 79,766 ",7.56
Seymour City of,MO,Publicly Owned, 133 , 328 ," 4,133 ",7.94
Sho-Me Power Electric Coop,MO,Cooperative, 1 ," 7,363 "," 181,272 ",4.06
"Southwest Electric Coop, Inc",MO,Cooperative," 2,686 "," 4,572 "," 74,513 ",6.14
Springfield City of,MO,Publicly Owned," 13,065 "," 65,301 "," 1,456,169 ",4.48
Thayer City of,MO,Publicly Owned, 155 , 484 ," 6,336 ",7.64
Three Rivers Electric Coop,MO,Cooperative," 1,376 "," 3,030 "," 50,619 ",5.99
Trenton Municipal Utilities,MO,Publicly Owned, 497 ," 1,704 "," 28,517 ",5.98
Tri-County Electric Coop Assn,MO,Cooperative, 367 , 664 ," 10,235 ",6.49
Union Electric Co,MO,Investor Owned," 146,956 "," 768,450 "," 13,508,824 ",5.69
"United Electric Coop, Inc",MO,Cooperative, 115 ," 1,243 "," 21,362 ",5.82
Webster Electric Coop,MO,Cooperative," 1,564 "," 4,334 "," 79,405 ",5.46
West Central Electric Coop Inc,MO,Cooperative, 127 , 400 ," 6,965 ",5.74
White River Valley El Coop Inc,MO,Cooperative," 4,813 "," 13,745 "," 210,107 ",6.54
Avista Corp,MT,Investor Owned, 8 , 7 , 112 ,6.25
"Beartooth Electric Coop, Inc",MT,Cooperative, 301 , 581 ," 8,647 ",6.72
Big Flat Electric Coop Inc,MT,Cooperative, 254 , 870 ," 10,568 ",8.23
"Big Horn County Elec Coop, Inc",MT,Cooperative, 472 ," 1,735 "," 22,339 ",7.77
Big Horn Rural Electric Co,MT,Cooperative, 19 , 89 , 839 ,10.61
Black Hills Power Inc,MT,Investor Owned, 20 , 17 , 170 ,10.00
City of Troy,MT,Publicly Owned, 156 , 282 ," 4,732 ",5.96
Fall River Rural Elec Coop Inc,MT,Cooperative, 474 ," 1,909 "," 28,831 ",6.62
"Fergus Electric Coop, Inc",MT,Cooperative, 407 ," 1,452 "," 21,410 ",6.78
Flathead Electric Coop Inc,MT,Cooperative," 10,550 "," 27,526 "," 377,874 ",7.28
"Glacier Electric Coop, Inc",MT,Cooperative," 1,548 "," 4,505 "," 69,940 ",6.44
"Goldenwest Electric Coop, Inc",MT,Cooperative, 10 , 90 , 899 ,10.01
"Hill County Electric Coop, Inc",MT,Cooperative, 132 ," 1,311 "," 18,928 ",6.93
"Lincoln Electric Coop, Inc",MT,Cooperative, 570 ," 1,181 "," 23,311 ",5.07
"Lower Yellowstone R E A, Inc",MT,Cooperative," 1,144 ", 945 ," 10,008 ",9.44
Marias River Electric Coop Inc,MT,Cooperative," 1,202 "," 2,506 "," 45,397 ",5.52
McCone Electric Coop Inc,MT,Cooperative, 530 ," 1,332 "," 18,711 ",7.12
McKenzie Electric Coop Inc,MT,Cooperative, 2 , 3 , 43 ,6.98
MDU Resources Group Inc,MT,Investor Owned," 4,873 "," 12,119 "," 220,028 ",5.51
"Mid-Yellowstone Elec Coop, Inc",MT,Cooperative, 156 , 218 ," 2,888 ",7.55
Mission Valley Power,MT,Federal," 5,604 "," 6,022 "," 104,544 ",5.76
"Missoula Electric Coop, Inc",MT,Cooperative," 1,364 "," 2,157 "," 39,464 ",5.47
"Northern Lights, Inc",MT,Cooperative, 219 , 551 ," 6,578 ",8.38
NorthWestern Energy LLC,MT,Investor Owned," 56,879 "," 197,864 "," 2,694,626 ",7.34
Park Electric Coop Inc,MT,Cooperative, 74 , 313 ," 4,830 ",6.48
Powder River Energy Corp,MT,Cooperative, 73 , 253 ," 4,761 ",5.31
"Ravalli County Elec Coop, Inc",MT,Cooperative, 255 , 516 ," 8,281 ",6.23
"Sheridan Electric Coop, Inc",MT,Cooperative," 1,227 "," 4,227 "," 52,027 ",8.12
"Southeast Electric Coop, Inc",MT,Cooperative, 15 , 48 , 493 ,9.74
"Sun River Electric Coop, Inc",MT,Cooperative," 1,296 "," 2,462 "," 36,174 ",6.81
Tongue River Electric Coop Inc,MT,Cooperative, 721 ," 1,065 "," 15,498 ",6.87
"Valley Electric Coop, Inc",MT,Cooperative, 861 , 849 ," 8,368 ",10.15
"Vigilante Electric Coop, Inc",MT,Cooperative," 1,191 "," 2,788 "," 51,029 ",5.46
Western Area Power Administration,MT,Federal, 9 , 992 ," 72,277 ",1.37
Yellowstone Valley Elec Co-op,MT,Cooperative," 1,203 "," 1,801 "," 28,529 ",6.31
Auburn Board of Public Works,NE,Publicly Owned, 672 , 881 ," 14,896 ",5.91
Beatrice City of,NE,Publicly Owned," 1,262 "," 1,543 "," 23,419 ",6.59
Burt County Public Power Dist,NE,Publicly Owned, 179 , 398 ," 5,948 ",6.69
Butler County Rural P P D,NE,Publicly Owned, 550 ," 1,164 "," 15,871 ",7.33
Cedar-Knox Public Power Dist,NE,Publicly Owned, 549 ," 1,173 "," 19,140 ",6.13
"Cherry-Todd Electric Coop, Inc",NE,Cooperative, 505 , 795 ," 12,827 ",6.20
Chimney Rock Public Power Dist,NE,Publicly Owned, 900 ," 1,922 "," 24,564 ",7.82
City of Alliance,NE,Publicly Owned, 976 ," 2,802 "," 44,897 ",6.24
City of Ansley,NE,Publicly Owned, 72 , 129 ," 1,492 ",8.65
City of Arapahoe,NE,Publicly Owned, 145 , 475 ," 5,065 ",9.38
City of Battle Creek,NE,Publicly Owned, 81 , 262 ," 3,375 ",7.76
City of Bayard,NE,Publicly Owned, 115 , 199 ," 2,570 ",7.74
City of Beaver City,NE,Publicly Owned, 31 , 60 , 780 ,7.69
City of Benkelman,NE,Publicly Owned, 154 , 390 ," 4,820 ",8.09
City of Blue Hill,NE,Publicly Owned, 97 , 174 ," 2,623 ",6.63
City of Bridgeport Utilities,NE,Publicly Owned, 256 , 431 ," 7,964 ",5.41
City of Broken Bow,NE,Publicly Owned, 443 ," 1,006 "," 19,109 ",5.26
City of Burwell,NE,Publicly Owned, 149 , 294 ," 4,581 ",6.42
City of Cambridge,NE,Publicly Owned, 122 , 450 ," 5,878 ",7.66
City of Central City,NE,Publicly Owned, 259 , 649 ," 8,202 ",7.91
City of Chappell,NE,Publicly Owned, 129 , 313 ," 5,112 ",6.12
City of Crete,NE,Publicly Owned, 384 ," 1,143 "," 23,116 ",4.94
City of Curtis,NE,Publicly Owned, 182 , 212 ," 2,684 ",7.90
City of David City,NE,Publicly Owned, 212 , 355 ," 6,915 ",5.13
City of Deshler,NE,Publicly Owned, 89 , 205 ," 3,001 ",6.83
City of Edgar,NE,Publicly Owned, 88 , 171 ," 2,507 ",6.82
City of Emerson,NE,Publicly Owned, 71 , 124 ," 2,370 ",5.23
City of Fairbury,NE,Publicly Owned, 537 ," 1,128 "," 18,562 ",6.08
City of Falls City,NE,Publicly Owned, 536 , 857 ," 15,626 ",5.48
City of Franklin,NE,Publicly Owned, 162 , 304 ," 5,004 ",6.08
City of Friend,NE,Publicly Owned, 147 , 327 ," 5,000 ",6.54
City of Gering,NE,Publicly Owned, 417 , 946 ," 10,721 ",8.82
City of Giltner,NE,Publicly Owned, 38 , 84 , 806 ,10.42
City of Gothenburg,NE,Publicly Owned, 338 ," 1,679 "," 13,535 ",12.40
City of Grant,NE,Publicly Owned, 179 , 377 ," 6,000 ",6.28
City of Hebron,NE,Publicly Owned, 217 , 858 ," 13,311 ",6.45
City of Hickman,NE,Publicly Owned, 45 , 74 , 808 ,9.16
City of Holdrege,NE,Publicly Owned, 464 ," 1,955 "," 34,708 ",5.63
City of Hubbell,NE,Publicly Owned, 19 , 34 , 170 ,20.00
City of Imperial,NE,Publicly Owned, 339 , 747 ," 12,533 ",5.96
City of Indianola,NE,Publicly Owned, 34 , 116 ," 1,500 ",7.73
City of Kimball,NE,Publicly Owned, 388 , 576 ," 9,052 ",6.36
City of Laurel,NE,Publicly Owned, 136 , 220 ," 4,400 ",5.00
City of Lodgepole,NE,Publicly Owned, 61 , 86 , 982 ,8.76
City of Lyons,NE,Publicly Owned, 112 , 244 ," 3,309 ",7.37
City of Nebraska City,NE,Publicly Owned, 852 ," 2,287 "," 33,803 ",6.77
City of Neligh,NE,Publicly Owned, 290 , 689 ," 8,461 ",8.14
City of Nelson,NE,Publicly Owned, 76 , 115 ," 2,262 ",5.08
City of North Platte,NE,Publicly Owned," 1,606 "," 9,295 "," 174,084 ",5.34
City of Ord,NE,Publicly Owned, 256 , 716 ," 12,320 ",5.81
City of Pender,NE,Publicly Owned, 168 , 376 ," 7,046 ",5.34
City of Pierce,NE,Publicly Owned, 163 , 170 ," 1,500 ",11.33
City of Plainview,NE,Publicly Owned, 180 , 439 ," 5,239 ",8.38
City of Randolph,NE,Publicly Owned, 123 , 171 ," 3,561 ",4.80
City of Red Cloud,NE,Publicly Owned, 142 , 335 ," 5,755 ",5.82
City of Schuyler,NE,Publicly Owned, 431 , 736 ," 11,946 ",6.16
City of Seward,NE,Publicly Owned, 293 ," 1,119 "," 18,294 ",6.12
City of Sidney,NE,Publicly Owned, 724 ," 1,204 "," 17,455 ",6.90
City of Snyder,NE,Publicly Owned, 43 , 115 ," 1,646 ",6.99
City of South Sioux City,NE,Publicly Owned, 742 ," 5,940 "," 120,403 ",4.93
City of Spencer,NE,Publicly Owned, 66 , 141 ," 2,463 ",5.72
City of St Paul,NE,Publicly Owned, 246 , 398 ," 4,572 ",8.71
City of Stratton,NE,Publicly Owned, 82 , 125 ," 1,801 ",6.94
City of Stromsburg,NE,Publicly Owned, 157 , 219 ," 2,690 ",8.14
City of Stuart,NE,Publicly Owned, 96 , 198 ," 2,754 ",7.19
City of Superior,NE,Publicly Owned, 270 , 587 ," 7,350 ",7.99
City of Sutton,NE,Publicly Owned, 162 , 483 ," 7,231 ",6.68
City of Syracuse,NE,Publicly Owned, 193 , 252 ," 3,551 ",7.10
City of Tecumseh,NE,Publicly Owned, 207 , 505 ," 8,506 ",5.94
City of Trenton,NE,Publicly Owned, 99 , 172 ," 2,576 ",6.68
City of Valentine,NE,Publicly Owned, 356 ," 1,236 "," 21,372 ",5.78
City of Wakefield,NE,Publicly Owned, 50 , 145 ," 2,286 ",6.34
City of Wayne,NE,Publicly Owned, 388 ," 2,230 "," 42,991 ",5.19
City of West Point,NE,Publicly Owned, 299 , 340 ," 6,366 ",5.34
City of Wilber,NE,Publicly Owned, 142 , 368 ," 6,637 ",5.54
City of Wisner,NE,Publicly Owned, 162 , 334 ," 5,446 ",6.13
City of Wood River,NE,Publicly Owned, 132 , 447 ," 6,069 ",7.37
City of Wymore,NE,Publicly Owned, 127 , 253 ," 4,861 ",5.20
Clarkson City of,NE,Publicly Owned, 108 , 216 ," 3,834 ",5.63
Cornhusker Public Power Dist,NE,Publicly Owned, 330 ," 2,758 "," 52,344 ",5.27
Cozad Board of Public Works,NE,Publicly Owned, 310 ," 1,613 "," 25,208 ",6.40
Cuming County Public Pwr Dist,NE,Publicly Owned, 599 ," 1,781 "," 28,000 ",6.36
Custer Public Power District,NE,Publicly Owned," 4,850 "," 6,522 "," 97,612 ",6.68
Dawson County Public Pwr Dist,NE,Publicly Owned," 1,332 "," 3,520 "," 61,106 ",5.76
Elkhorn Rural Public Pwr Dist,NE,Publicly Owned, 538 , 999 ," 14,636 ",6.83
Fairmont Village of,NE,Publicly Owned, 87 , 147 ," 2,120 ",6.93
Fremont City of,NE,Publicly Owned," 1,458 "," 2,182 "," 39,578 ",5.51
Grand Island City of,NE,Publicly Owned," 3,920 "," 8,962 "," 156,317 ",5.73
Hastings City of,NE,Publicly Owned," 2,124 "," 5,989 "," 103,913 ",5.76
"High West Energy, Inc",NE,Cooperative, 600 ," 3,079 "," 41,643 ",7.39
Highline Electric Assn,NE,Cooperative, 136 , 517 ," 7,979 ",6.48
Howard Greeley Rural P P D,NE,Publicly Owned, 552 , 953 ," 14,519 ",6.56
KBR Rural Public Power District,NE,Publicly Owned, 597 , 987 ," 11,293 ",8.74
"LaCreek Electric Assn, Inc",NE,Cooperative, 15 , 84 ," 1,323 ",6.35
Lexington City of,NE,Publicly Owned, 734 ," 2,213 "," 37,004 ",5.98
Lincoln Electric System,NE,Publicly Owned," 15,370 "," 64,937 "," 1,356,790 ",4.79
Loup River Public Power Dist,NE,Publicly Owned," 3,589 "," 10,264 "," 186,444 ",5.51
Loup Valleys Rural P P D,NE,Publicly Owned, 391 , 970 ," 15,975 ",6.07
Madison City of,NE,Publicly Owned, 172 , 573 ," 9,655 ",5.93
McCook Public Power District,NE,Publicly Owned," 1,149 "," 4,162 "," 59,419 ",7.00
Midwest Electric Member Corp,NE,Cooperative," 1,059 "," 1,973 "," 29,000 ",6.80
Minden City of,NE,Publicly Owned, 250 , 941 ," 11,775 ",7.99
Mitchell City of,NE,Publicly Owned, 151 , 291 ," 5,005 ",5.81
Nebraska Public Power District,NE,Publicly Owned," 17,108 "," 65,648 "," 1,002,678 ",6.55
"Niobrara Electric Assn, Inc",NE,Cooperative, 349 , 314 ," 3,929 ",7.99
Norris Public Power District,NE,Publicly Owned," 3,236 "," 4,150 "," 52,348 ",7.93
North Central Public Pwr Dist,NE,Publicly Owned," 1,406 "," 2,707 "," 38,670 ",7.00
Northeast Nebraska P P D,NE,Publicly Owned, 660 ," 1,016 "," 13,563 ",7.49
Northwest Rural Pub Pwr Dist,NE,Publicly Owned," 1,008 ", 667 ," 6,584 ",10.13
Omaha Public Power District,NE,Publicly Owned," 38,961 "," 191,248 "," 3,363,801 ",5.69
Panhandle Rural El Member Assn,NE,Cooperative," 1,803 "," 5,578 "," 66,086 ",8.44
Perennial Public Power Dist,NE,Publicly Owned, 783 ," 1,530 "," 22,011 ",6.95
Polk County Rural Pub Pwr Dist,NE,Publicly Owned, 492 ," 1,492 "," 21,753 ",6.86
Reynolds Village of,NE,Publicly Owned, 7 , 12 , 212 ,5.66
Roosevelt Public Power Dist,NE,Publicly Owned, 540 , 781 ," 11,302 ",6.91
Sargent City of,NE,Publicly Owned, 110 , 236 ," 3,226 ",7.32
Scribner City of,NE,Publicly Owned, 150 , 425 ," 5,511 ",7.71
Seward County Rrl Pub Pwr Dist,NE,Publicly Owned," 1,415 "," 2,441 "," 29,707 ",8.22
South Central Public Pwr Dist,NE,Publicly Owned," 3,297 "," 4,348 "," 63,160 ",6.88
Southern Public Power District,NE,Publicly Owned," 2,100 "," 2,268 "," 29,254 ",7.75
Southwest Public Power Dist,NE,Publicly Owned," 3,432 "," 8,253 "," 105,685 ",7.81
Stanton County Public Pwr Dist,NE,Publicly Owned, 485 ," 1,328 "," 15,882 ",8.36
Twin Valleys Public Power Dist,NE,Publicly Owned," 1,683 "," 3,311 "," 37,575 ",8.81
Village of Arnold,NE,Publicly Owned, 160 , 180 ," 2,918 ",6.17
Village of Bartley,NE,Publicly Owned, 5 , 5 , 56 ,8.93
Village of Bradshaw,NE,Publicly Owned, 26 , 30 , 336 ,8.93
Village of Callaway,NE,Publicly Owned, 50 , 144 ," 2,439 ",5.90
Village of Campbell,NE,Publicly Owned, 61 , 76 ," 1,013 ",7.50
Village of Chester,NE,Publicly Owned, 63 , 114 ," 1,433 ",7.96
Village of Davenport,NE,Publicly Owned, 43 , 74 , 972 ,7.61
Village of De Witt,NE,Publicly Owned, 34 , 56 , 712 ,7.87
Village of Decatur,NE,Publicly Owned, 63 , 127 ," 1,551 ",8.19
Village of Dorchester,NE,Publicly Owned, 42 , 171 ," 3,528 ",4.85
Village of Elk Creek,NE,Publicly Owned, 16 , 40 , 620 ,6.45
Village of Endicott,NE,Publicly Owned, 9 , 11 , 115 ,9.57
Village of Greenwood,NE,Publicly Owned, 35 , 89 ," 1,071 ",8.31
Village of Hampton,NE,Publicly Owned, 64 , 116 ," 1,350 ",8.59
Village of Hemingford,NE,Publicly Owned, 298 , 297 ," 5,206 ",5.70
Village of Lyman,NE,Publicly Owned, 84 , 124 , 505 ,24.55
Village of Morrill,NE,Publicly Owned, 216 , 370 ," 5,382 ",6.87
Village of Mullen,NE,Publicly Owned, 77 , 104 ," 1,597 ",6.51
Village of Oxford,NE,Publicly Owned, 112 , 236 ," 3,831 ",6.16
Village of Polk,NE,Publicly Owned, 50 , 57 , 761 ,7.49
Village of Prague,NE,Publicly Owned, 19 , 40 , 585 ,6.84
Village of Shickley,NE,Publicly Owned, 65 , 92 ," 1,441 ",6.38
Village of Spalding,NE,Publicly Owned, 128 , 185 ," 3,105 ",5.96
Village of Talmage,NE,Publicly Owned, 25 , 57 ," 1,000 ",5.70
Village of Walthill,NE,Publicly Owned, 62 , 154 ," 1,960 ",7.86
Village of Wauneta,NE,Publicly Owned, 110 , 190 ," 2,339 ",8.12
Village of Wilcox,NE,Publicly Owned, 20 , 48 , 586 ,8.19
Wahoo City of,NE,Publicly Owned, 355 , 476 ," 8,028 ",5.93
Western Area Power Administration,NE,Federal, 12 ," 2,189 "," 161,038 ",1.36
Wheat Belt Public Power Dist,NE,Publicly Owned," 1,348 "," 6,744 "," 89,966 ",7.50
Wyrulec Company,NE,Cooperative, 225 ," 1,172 "," 19,013 ",6.16
Alamo Power District No 3,NV,Publicly Owned, 49 , 169 ," 2,502 ",6.75
Boulder City City of,NV,Publicly Owned, 879 ," 3,530 "," 55,479 ",6.36
Caliente City of,NV,Publicly Owned, 82 , 297 ," 4,729 ",6.28
City of Fallon,NV,Publicly Owned, 840 ," 4,596 "," 41,526 ",11.07
City of Pioche,NV,Publicly Owned, 25 , 16 , 300 ,5.33
Colorado River Comm of Nevada,NV,Publicly Owned, 2 ," 50,794 "," 743,406 ",6.83
"Harney Electric Coop, Inc",NV,Cooperative, 600 ," 3,418 "," 83,628 ",4.09
Lincoln County Power Dist No 1,NV,Publicly Owned, 146 , 311 ," 7,236 ",4.30
"Mt Wheeler Power, Inc",NV,Cooperative," 1,751 "," 4,523 "," 66,591 ",6.79
Nevada Power Company,NV,Investor Owned," 78,799 "," 357,399 "," 3,956,785 ",9.03
Overton Power District No 5,NV,Publicly Owned," 1,511 "," 13,661 "," 191,808 ",7.12
Plumas-Sierra Rural Elec Coop,NV,Cooperative, 3 , 4 , 42 ,9.52
Raft River Rural Elec Coop Inc,NV,Cooperative, 41 ," 1,370 "," 35,095 ",3.90
Sierra Pacific Power Co,NV,Investor Owned," 38,000 "," 263,464 "," 2,757,897 ",9.55
Surprise Valley Electrification Corp.,NV,Cooperative, 3 , 12 , 199 ,6.03
"Valley Electric Assn, Inc",NV,Cooperative," 2,067 "," 11,053 "," 144,346 ",7.66
Wells Rural Electric Co,NV,Cooperative, 734 ," 2,851 "," 44,283 ",6.44
Western Area Power Administration,NV,Federal, 2 , 102 ," 32,088 ",0.32
Connecticut Valley Elec Co Inc,NH,Investor Owned," 1,541 "," 8,989 "," 75,392 ",11.92
Granite State Electric Co,NH,Investor Owned," 5,947 "," 33,535 "," 368,368 ",9.10
New Hampshire Elec Coop Inc,NH,Cooperative," 9,649 "," 28,257 "," 218,734 ",12.92
New Hampton Village Precinct,NH,Publicly Owned, 23 , 56 , 483 ,11.59
Precinct of Woodsville,NH,Publicly Owned, 229 , 547 ," 5,319 ",10.28
Public Service Co of NH,NH,Investor Owned," 63,847 "," 322,882 "," 3,123,495 ",10.34
Town of Ashland,NH,Publicly Owned, 227 , 414 ," 6,000 ",6.90
Town of Littleton,NH,Publicly Owned, 760 ," 1,397 "," 16,401 ",8.52
Town of Wolfeboro,NH,Publicly Owned," 1,067 "," 1,865 "," 16,264 ",11.47
Unitil Energy Systems,NH,Investor Owned," 11,863 "," 44,207 "," 415,330 ",10.64
Atlantic City Electric Co,NJ,Investor Owned," 61,276 "," 365,862 "," 3,663,024 ",9.99
Borough of Butler,NJ,Publicly Owned," 1,093 "," 5,671 "," 53,260 ",10.65
Borough of Lavallette,NJ,Publicly Owned, 199 , 442 ," 5,177 ",8.54
Borough of Madison,NJ,Publicly Owned, 784 ," 5,939 "," 67,331 ",8.82
Borough of Milltown,NJ,Publicly Owned, 282 ," 1,251 "," 10,070 ",12.42
Borough of Park Ridge,NJ,Publicly Owned, 448 ," 3,461 "," 35,158 ",9.84
Borough of Pemberton,NJ,Publicly Owned, 117 , 369 ," 3,559 ",10.37
Borough of South River,NJ,Publicly Owned, 950 ," 1,944 "," 13,188 ",14.74
Jersey Central Power & Lt Co,NJ,Investor Owned," 114,204 "," 795,674 "," 7,904,461 ",10.07
Public Service Elec & Gas Co,NJ,Investor Owned," 252,600 "," 1,810,699 "," 20,680,408 ",8.76
Rockland Electric Co,NJ,Investor Owned," 8,856 "," 67,012 "," 754,116 ",8.89
Seaside Heights City of,NJ,Publicly Owned, 707 ," 2,144 "," 19,126 ",11.21
