Prairie Energy Coop,IA,Cooperative, 13 ," 5,257 "," 104,000 ",5.05,,
Rock Rapids Municipal Utility,IA,Publicly Owned, 10 , 127 ," 2,219 ",5.72,,
Sac County Rural Electric Coop,IA,Cooperative, 10 , 2 , 8 ,25.00,,
Sanborn City of,IA,Publicly Owned, 6 , 378 ," 7,770 ",4.86,,
Sergeant Bluff City of,IA,Publicly Owned, 2 , 101 ," 8,315 ",1.21,,
"Southern Iowa Elec Coop, Inc",IA,Cooperative, 3 , 389 ," 8,144 ",4.78,,
Story City City of,IA,Publicly Owned, 50 ," 1,693 "," 30,722 ",5.51,,
Vinton City of,IA,Publicly Owned, 21 , 383 ," 7,438 ",5.15,,
Waverly Municipal Elec Utility,IA,Publicly Owned, 4 ," 2,420 "," 43,369 ",5.58,,
West Point Utility System,IA,Publicly Owned, 6 , 39 , 405 ,9.63,,
Western Iowa Power Coop,IA,Cooperative, 272 ," 1,369 "," 27,373 ",5.00,,
Winterset City of,IA,Publicly Owned, 6 , 550 ," 7,553 ",7.28,,
Aquila Inc,KS,Investor Owned, 77 ," 37,224 "," 796,312 ",4.67,,
"Ark Valley Elec Coop Assn, Inc",KS,Cooperative, 20 ," 1,577 "," 17,511 ",9.01,,
Bluestem Electric Coop Inc,KS,Cooperative, 38 , 820 ," 12,197 ",6.72,,
"Butler Rural El Coop Assn, Inc",KS,Cooperative, 1 , 185 ," 4,342 ",4.26,,
"Caney Valley El Coop Assn, Inc",KS,Cooperative, 1 , 59 , 569 ,10.37,,
City of Alma,KS,Publicly Owned, 2 , 186 ," 2,445 ",7.61,,
City of Arma,KS,Publicly Owned, 3 , 10 , 725 ,1.38,,
City of Attica,KS,Publicly Owned, 9 , 44 , 442 ,9.95,,
City of Beloit,KS,Publicly Owned, 23 , 640 ," 13,393 ",4.78,,
City of Burlington,KS,Publicly Owned, 1 , 38 , 629 ,6.04,,
City of Chanute,KS,Publicly Owned, 95 ," 8,405 "," 162,145 ",5.18,,
City of Cimarron,KS,Publicly Owned, 8 , 387 ," 3,633 ",10.65,,
City of Clay Center,KS,Publicly Owned, 59 , 132 ," 1,192 ",11.07,,
City of Coffeyville,KS,Publicly Owned, 8 ," 20,158 "," 569,125 ",3.54,,
City of Colby,KS,Publicly Owned, 65 ," 1,730 "," 24,158 ",7.16,,
City of Elwood,KS,Publicly Owned, 1 , 41 , 590 ,6.95,,
City of Enterprise,KS,Publicly Owned, 1 , 39 , 563 ,6.93,,
City of Eudora,KS,Publicly Owned, 4 , 240 ," 5,686 ",4.22,,
City of Garden City,KS,Publicly Owned, 563 ," 6,388 "," 88,892 ",7.19,,
City of Gardner,KS,Publicly Owned, 7 , 638 ," 10,274 ",6.21,,
City of Garnett,KS,Publicly Owned, 45 , 666 ," 8,366 ",7.96,,
City of Goodland,KS,Publicly Owned, 49 ," 1,396 "," 15,588 ",8.96,,
City of Hoisington,KS,Publicly Owned, 11 , 220 ," 1,308 ",16.82,,
City of Holton,KS,Publicly Owned, 16 , 273 ," 5,611 ",4.87,,
City of Horton,KS,Publicly Owned, 2 , 64 , 689 ,9.29,,
City of Iola,KS,Publicly Owned, 4 ," 1,894 "," 50,432 ",3.76,,
City of Johnson,KS,Publicly Owned, 3 , 180 ," 2,161 ",8.33,,
City of Kansas City,KS,Publicly Owned, 353 ," 40,472 "," 891,566 ",4.54,,
City of Kiowa,KS,Publicly Owned, 17 , 198 ," 2,144 ",9.24,,
City of La Crosse,KS,Publicly Owned, 11 , 223 ," 2,682 ",8.31,,
City of Larned,KS,Publicly Owned, 13 , 160 ," 1,627 ",9.83,,
City of Lincoln Center,KS,Publicly Owned, 6 , 231 ," 3,007 ",7.68,,
City of Lucas,KS,Publicly Owned, 2 , 86 ," 1,027 ",8.37,,
City of Marion,KS,Publicly Owned, 2 , 47 , 498 ,9.44,,
City of Meade,KS,Publicly Owned, 18 , 451 ," 3,955 ",11.40,,
City of Minneapolis,KS,Publicly Owned, 13 , 79 ," 1,068 ",7.40,,
City of Morrill,KS,Publicly Owned, 3 , 1 , 18 ,5.56,,
City of Moundridge,KS,Publicly Owned, 25 , 464 ," 8,976 ",5.17,,
City of Neodesha,KS,Publicly Owned, 56 ," 1,754 "," 22,920 ",7.65,,
City of Norton,KS,Publicly Owned, 1 , 120 ," 1,736 ",6.91,,
City of Oakley,KS,Publicly Owned, 69 , 478 ," 6,792 ",7.04,,
City of Osage City,KS,Publicly Owned, 3 , 45 , 557 ,8.08,,
City of Osborne,KS,Publicly Owned, 41 , 454 ," 6,164 ",7.37,,
City of Oxford,KS,Publicly Owned, 26 , 222 ," 2,732 ",8.13,,
City of Pratt,KS,Publicly Owned, 54 , 421 ," 8,990 ",4.68,,
City of Russell,KS,Publicly Owned, 257 ," 3,535 "," 61,649 ",5.73,,
City of Sabetha,KS,Publicly Owned, 71 ," 1,852 "," 21,630 ",8.56,,
City of Seneca,KS,Publicly Owned, 51 , 667 ," 9,178 ",7.27,,
City of Sharon Springs,KS,Publicly Owned, 19 , 93 , 817 ,11.38,,
City of Stockton,KS,Publicly Owned, 27 , 83 , 955 ,8.69,,
City of Wamego,KS,Publicly Owned, 19 , 530 ," 8,310 ",6.38,,
City of Wellington,KS,Publicly Owned, 30 ," 2,377 "," 36,615 ",6.49,,
City of Winfield,KS,Publicly Owned, 126 ," 9,590 "," 186,940 ",5.13,,
CMS Electric Coop Inc,KS,Cooperative," 2,092 "," 1,146 "," 7,939 ",14.44,,
"D S & O Rural E C A, Inc",KS,Cooperative, 2 , 305 ," 4,201 ",7.26,,
"Doniphan Elec Coop Assn, Inc",KS,Cooperative, 2 , 2 , 55 ,3.64,,
Empire District Electric Co,KS,Investor Owned, 46 ," 3,925 "," 76,631 ",5.12,,
Erie City of,KS,Publicly Owned, 1 , 4 , 39 ,10.26,,
Girard City of,KS,Publicly Owned, 28 , 786 ," 11,493 ",6.84,,
Kansas City Power & Light Co,KS,Investor Owned," 1,067 "," 20,344 "," 382,836 ",5.31,,
Kansas Gas & Electric Co,KS,Investor Owned," 3,445 "," 153,463 "," 3,458,930 ",4.44,,
Kaw Valley Electric Coop Inc,KS,Cooperative, 19 ," 1,241 "," 18,916 ",6.56,,
Kingman City of,KS,Publicly Owned, 14 ," 1,101 "," 20,801 ",5.29,,
"Lane-Scott Electric Coop, Inc",KS,Cooperative, 905 , 635 ," 6,001 ",10.58,,
"Lyon-Coffey Electric Coop, Inc",KS,Cooperative, 2 , 275 ," 3,764 ",7.31,,
Mankato City of,KS,Publicly Owned, 3 , 98 ," 1,407 ",6.97,,
McPherson City of,KS,Publicly Owned, 14 ," 14,847 "," 490,864 ",3.02,,
Midwest Energy Inc,KS,Cooperative, 32 ," 6,026 "," 107,800 ",5.59,,
Ninnescah Rural E C A Inc,KS,Cooperative, 1 , 752 ," 10,732 ",7.01,,
Osawatomie City of,KS,Publicly Owned, 2 , 13 , 137 ,9.49,,
Ottawa City of,KS,Publicly Owned, 106 ," 3,396 "," 53,276 ",6.37,,
"Pioneer Electric Coop, Inc",KS,Cooperative, 21 ," 16,381 "," 343,323 ",4.77,,
Rolling Hills Electric Coop,KS,Cooperative, 491 , 619 ," 4,645 ",13.33,,
Sedgwick Cnty El Coop Assn Inc,KS,Cooperative, 2 , 357 ," 5,758 ",6.20,,
Victory Electric Coop Assn Inc,KS,Cooperative," 1,261 "," 4,578 "," 74,526 ",6.14,,
Westar Energy Inc,KS,Investor Owned," 1,435 "," 87,221 "," 1,988,743 ",4.39,,
"Wheatland Electric Coop, Inc",KS,Cooperative, 41 ," 13,269 "," 217,590 ",6.10,,
Barbourville Utility Comm,KY,Publicly Owned, 166 ," 1,357 "," 44,643 ",3.04,,
Berea College,KY,Investor Owned, 56 ," 2,750 "," 65,000 ",4.23,,
Big Sandy Rural Elec Coop Corp,KY,Cooperative, 1 , 330 ," 6,799 ",4.85,,
Blue Grass Energy Coop Corp,KY,Cooperative, 16 ," 10,702 "," 266,767 ",4.01,,
City of Bardstown,KY,Publicly Owned, 13 ," 3,641 "," 84,087 ",4.33,,
City of Benton,KY,Publicly Owned, 2 , 716 ," 12,700 ",5.64,,
City of Bowling Green,KY,Publicly Owned, 15 ," 10,674 "," 206,902 ",5.16,,
City of Falmouth,KY,Publicly Owned, 1 , 3 , 150 ,2.00,,
City of Franklin,KY,Publicly Owned, 7 ," 6,661 "," 151,305 ",4.40,,
City of Fulton,KY,Publicly Owned, 4 ," 1,664 "," 30,459 ",5.46,,
City of Glasgow,KY,Publicly Owned, 10 ," 8,217 "," 166,087 ",4.95,,
City of Hopkinsville,KY,Publicly Owned, 4 ," 3,671 "," 68,756 ",5.34,,
City of Mayfield Plant Board,KY,Publicly Owned, 3 , 936 ," 14,935 ",6.27,,
City of Monticello,KY,Publicly Owned, 2 , 910 ," 18,441 ",4.93,,
City of Murray,KY,Publicly Owned, 7 ," 7,135 "," 131,375 ",5.43,,
City of Nicholasville,KY,Publicly Owned, 5 ," 2,562 "," 72,770 ",3.52,,
City of Owensboro,KY,Publicly Owned, 557 ," 21,283 "," 514,907 ",4.13,,
City of Paducah,KY,Publicly Owned, 8 ," 4,186 "," 75,224 ",5.56,,
City of Paris,KY,Publicly Owned, 42 , 652 ," 14,000 ",4.66,,
City of Princeton,KY,Publicly Owned, 3 ," 1,823 "," 28,641 ",6.37,,
City of Vanceburg,KY,Publicly Owned, 3 , 117 ," 1,520 ",7.70,,
Clark Energy Coop Inc,KY,Cooperative, 2 , 511 ," 8,364 ",6.11,,
Corbin City Utilities Comm,KY,Publicly Owned, 49 , 630 ," 18,903 ",3.33,,
Cumberland Valley Rural E C C,KY,Cooperative, 123 ," 6,765 "," 132,153 ",5.12,,
Electric Energy Inc,KY,Investor Owned, 1 ," 68,500 "," 2,428,691 ",2.82,,
Farmers Rural Electric Coop Corp,KY,Cooperative, 5 ," 5,184 "," 113,007 ",4.59,,
Fleming-Mason Energy Coop Inc,KY,Cooperative, 5 ," 18,947 "," 524,193 ",3.61,,
Frankfort City of,KY,Publicly Owned, 278 ," 15,351 "," 407,841 ",3.76,,
Grayson Rural Electric Coop Corp,KY,Cooperative, 1 , 823 ," 19,157 ",4.30,,
Henderson City Utility Comm,KY,Publicly Owned, 17 ," 8,046 "," 266,475 ",3.02,,
Hickman-Fulton Counties RECC,KY,Cooperative, 2 ," 2,004 "," 39,222 ",5.11,,
Inter County Energy Coop Corp,KY,Cooperative, 4 ," 1,297 "," 30,981 ",4.19,,
Jackson Energy Coop Corp,KY,Cooperative, 8 ," 3,565 "," 77,740 ",4.59,,
Jackson Purchase Energy CC,KY,Cooperative, 12 ," 3,637 "," 87,312 ",4.17,,
Kenergy Corp,KY,Cooperative, 28 ," 221,159 "," 8,370,832 ",2.64,,
Kentucky Power Co,KY,Investor Owned," 1,463 "," 94,567 "," 2,930,209 ",3.23,,
Kentucky Utilities Co,KY,Investor Owned," 1,983 "," 194,553 "," 5,593,949 ",3.48,,
Licking Valley Rural E C C,KY,Cooperative, 4 , 663 ," 12,763 ",5.19,,
Louisville Gas & Electric Co,KY,Investor Owned, 410 ," 111,535 "," 2,935,754 ",3.80,,
Nolin Rural Electric Coop Corp,KY,Cooperative, 2 ," 5,753 "," 162,000 ",3.55,,
Owen Electric Coop Inc,KY,Cooperative, 21 ," 42,436 "," 1,126,931 ",3.77,,
Pennyrile Rural Elec Coop Corp,KY,Cooperative, 34 ," 17,290 "," 303,170 ",5.70,,
Russellville City of,KY,Publicly Owned, 7 ," 2,974 "," 53,782 ",5.53,,
Salt River Electric Coop Corp,KY,Cooperative, 9 ," 4,341 "," 101,781 ",4.27,,
"Shelby Energy Co-op, Inc",KY,Cooperative, 8 ," 6,540 "," 158,524 ",4.13,,
South Kentucky Rural E C C,KY,Cooperative, 377 ," 13,553 "," 259,394 ",5.22,,
Taylor County Rural E C C,KY,Cooperative, 10 ," 4,305 "," 97,860 ",4.40,,
Tennessee Valley Authority,KY,Federal, 22 ," 330,435 "," 12,586,695 ",2.63,,
Tri-County Elec Member Corp,KY,Cooperative, 7 ," 10,661 "," 212,626 ",5.01,,
Union Light Heat & Power Co,KY,Investor Owned, 394 ," 38,659 "," 765,710 ",5.05,,
Warren Rural Elec Coop Corp,KY,Cooperative, 44 ," 27,240 "," 492,709 ",5.53,,
West Kentucky Rural E C C,KY,Cooperative, 9 ," 9,148 "," 207,952 ",4.40,,
Williamstown Utility Comm,KY,Publicly Owned, 10 , 759 ," 24,211 ",3.13,,
"Beauregard Electric Coop, Inc",LA,Cooperative, 12 ," 10,304 "," 208,400 ",4.94,,
City of Abbeville,LA,Publicly Owned, 18 ," 2,797 "," 37,819 ",7.40,,
City of Kaplan,LA,Publicly Owned, 24 , 761 ," 7,266 ",10.47,,
City of Minden,LA,Publicly Owned, 30 ," 2,378 "," 32,784 ",7.25,,
City of Natchitoches,LA,Publicly Owned, 4 ," 5,733 "," 93,628 ",6.12,,
City of Rayne,LA,Publicly Owned, 7 , 303 ," 6,827 ",4.44,,
City of Ruston,LA,Publicly Owned, 58 , 650 ," 29,649 ",2.19,,
City of St Martinville,LA,Publicly Owned, 141 ," 1,933 "," 19,426 ",9.95,,
City of Winnfield,LA,Publicly Owned, 6 , 254 ," 2,678 ",9.48,,
"Claiborne Electric Coop, Inc",LA,Cooperative, 7 ," 7,248 "," 139,562 ",5.19,,
Cleco Power LLC,LA,Investor Owned, 713 ," 151,551 "," 2,785,889 ",5.44,,
"Concordia Electric Coop, Inc",LA,Cooperative, 57 ," 1,151 "," 7,304 ",15.76,,
Dixie Electric Membership Corp,LA,Cooperative, 319 ," 8,188 "," 107,976 ",7.58,,
Entergy Gulf States Inc,LA,Investor Owned," 3,659 "," 510,501 "," 9,145,328 ",5.58,,
Entergy Louisiana Inc,LA,Investor Owned," 7,309 "," 723,102 "," 12,870,061 ",5.62,,
Entergy New Orleans Inc,LA,Investor Owned," 1,146 "," 26,416 "," 411,606 ",6.42,,
"Jefferson Davis Elec Coop, Inc",LA,Cooperative, 5 ," 1,767 "," 26,685 ",6.62,,
Northeast Louisiana Power Coop Inc.,LA,Cooperative," 1,661 "," 2,725 "," 30,905 ",8.82,,
"Panola-Harrison Elec Coop, Inc",LA,Cooperative, 2 , 398 ," 7,728 ",5.15,,
Plaquemine City of,LA,Publicly Owned, 215 ," 2,774 "," 32,595 ",8.51,,
Pointe Coupee Elec Member Corp,LA,Cooperative, 8 ," 3,796 "," 82,886 ",4.58,,
South Louisiana Elec Coop Assn,LA,Cooperative, 10 ," 2,492 "," 42,000 ",5.93,,
Southwest Louisiana E M C,LA,Cooperative, 15 ," 7,620 "," 149,147 ",5.11,,
Southwestern Electric Power Co,LA,Investor Owned," 1,943 "," 38,819 "," 884,342 ",4.39,,
Town of Elizabeth,LA,Publicly Owned, 11 , 48 , 528 ,9.09,,
Town of Gueydan,LA,Publicly Owned, 29 , 281 ," 3,070 ",9.15,,
Town of Vidalia,LA,Publicly Owned, 3 ," 1,578 "," 28,000 ",5.64,,
Town of Welsh,LA,Publicly Owned, 11 , 201 ," 5,893 ",3.41,,
Valley Electric Member Corp,LA,Cooperative, 1 , 618 ," 13,000 ",4.75,,
"Washington-St Tammany E C, Inc",LA,Cooperative, 5 ," 1,319 "," 24,792 ",5.32,,
Eastern Maine Electric Coop,ME,Cooperative, 1 , 19 , 636 ,2.99,,
Kennebunk Light & Power Dist,ME,Publicly Owned, 10 ," 1,813 "," 32,076 ",5.65,,
Madison Town of,ME,Publicly Owned, 19 ," 16,394 "," 239,186 ",6.85,,
Van Buren Light & Power Dist,ME,Publicly Owned, 16 , 244 ," 4,029 ",6.06,,
Baltimore Gas & Electric Co,MD,Investor Owned," 9,231 "," 679,109 "," 14,850,717 ",4.57,,
Berlin Town of,MD,Publicly Owned, 56 ," 1,956 "," 24,000 ",8.15,,
"Choptank Electric Coop, Inc",MD,Cooperative, 16 ," 4,394 "," 74,754 ",5.88,,
City of Hagerstown,MD,Publicly Owned, 136 ," 5,640 "," 132,125 ",4.27,,
Delmarva Power & Light Company,MD,Investor Owned, 268 ," 27,184 "," 437,805 ",6.21,,
Potomac Edison Co,MD,Investor Owned," 2,711 "," 165,914 "," 4,562,219 ",3.64,,
Potomac Electric Power Co,MD,Investor Owned, -   , 39 , 106 ,36.79,,
Thurmont Municipal Light Co,MD,Publicly Owned, 10 , 450 ," 15,000 ",3.00,,
Town of Williamsport,MD,Publicly Owned, 34 , 359 ," 6,545 ",5.49,,
Boston Edison Co,MA,Investor Owned," 1,520 "," 85,488 "," 768,058 ",11.13,,
Braintree Town of,MA,Publicly Owned, 10 ," 2,553 "," 28,325 ",9.01,,
Cambridge Electric Light Co,MA,Investor Owned, 21 ," 1,998 "," 23,851 ",8.38,,
Chicopee City of,MA,Publicly Owned, 38 ," 8,965 "," 130,712 ",6.86,,
City of Hingham,MA,Publicly Owned, 45 ," 3,459 "," 33,196 ",10.42,,
City of Marblehead,MA,Publicly Owned, 70 ," 1,307 "," 13,332 ",9.80,,
City of Norwood,MA,Publicly Owned, 77 ," 10,102 "," 135,433 ",7.46,,
City of Peabody,MA,Publicly Owned," 1,448 "," 28,498 "," 279,101 ",10.21,,
City of Taunton,MA,Publicly Owned, 61 ," 15,684 "," 205,936 ",7.62,,
City of Westfield,MA,Publicly Owned, 127 ," 10,060 "," 105,341 ",9.55,,
Commonwealth Electric Co,MA,Investor Owned, 170 ," 19,658 "," 189,523 ",10.37,,
Fitchburg Gas & Elec Light Co,MA,Investor Owned, 24 ," 13,689 "," 121,196 ",11.29,,
Groveland Town of,MA,Publicly Owned, 21 , 688 ," 8,978 ",7.66,,
Holyoke City of,MA,Publicly Owned, 107 ," 6,045 "," 80,800 ",7.48,,
Massachusetts Electric Co,MA,Investor Owned," 4,751 "," 211,596 "," 2,267,499 ",9.33,,
Reading Town of,MA,Publicly Owned," 3,089 "," 41,210 "," 466,702 ",8.83,,
Rowley Town of,MA,Publicly Owned, 8 , 489 ," 5,561 ",8.79,,
Town of Ashburnham,MA,Publicly Owned, 46 , 879 ," 11,375 ",7.73,,
Town of Boylston,MA,Publicly Owned, 22 , 669 ," 6,445 ",10.38,,
Town of Chester,MA,Publicly Owned, 1 , 6 , 87 ,6.90,,
Town of Concord,MA,Publicly Owned, 28 ," 4,343 "," 64,321 ",6.75,,
Town of Danvers,MA,Publicly Owned, 300 ," 19,418 "," 189,434 ",10.25,,
Town of Georgetown,MA,Publicly Owned, 38 ," 1,305 "," 12,989 ",10.05,,
Town of Groton,MA,Publicly Owned, 3 ," 1,110 "," 10,155 ",10.93,,
Town of Holden,MA,Publicly Owned, 24 ," 3,291 "," 32,767 ",10.04,,
Town of Hudson,MA,Publicly Owned, 203 ," 18,786 "," 254,014 ",7.40,,
Town of Hull,MA,Publicly Owned, 158 , 451 ," 4,550 ",9.91,,
Town of Ipswich,MA,Publicly Owned, 229 ," 4,486 "," 38,036 ",11.79,,
Town of Littleton,MA,Publicly Owned, 78 ," 13,666 "," 156,000 ",8.76,,
Town of Mansfield,MA,Publicly Owned, 234 ," 13,655 "," 122,467 ",11.15,,
Town of Merrimac,MA,Publicly Owned, 37 , 436 ," 3,617 ",12.05,,
Town of Middleborough,MA,Publicly Owned, 27 ," 3,414 "," 39,552 ",8.63,,
Town of Middleton,MA,Publicly Owned, 18 ," 5,025 "," 57,657 ",8.72,,
Town of North Attleborough,MA,Publicly Owned, 135 ," 10,007 "," 105,684 ",9.47,,
Town of Paxton,MA,Publicly Owned, 23 , 433 ," 4,379 ",9.89,,
Town of Shrewsbury,MA,Publicly Owned, 67 ," 8,707 "," 120,742 ",7.21,,
Town of South Hadley,MA,Publicly Owned, 14 ," 5,243 "," 55,266 ",9.49,,
Town of Sterling,MA,Publicly Owned, 132 ," 1,757 "," 21,709 ",8.09,,
Town of Templeton,MA,Publicly Owned, 12 ," 3,014 "," 32,486 ",9.28,,
Town of Wakefield,MA,Publicly Owned, 164 ," 7,560 "," 74,787 ",10.11,,
Wellesley Town of,MA,Publicly Owned, 6 ," 5,122 "," 65,786 ",7.79,,
West Boylston Town of,MA,Publicly Owned, 2 , 383 ," 3,894 ",9.84,,
Western Massachusetts Elec Co,MA,Investor Owned, 817 ," 56,312 "," 680,750 ",8.27,,
Alpena Power Co,MI,Investor Owned, 5 ," 4,753 "," 112,271 ",4.23,,
City of Bay City,MI,Publicly Owned, 52 ," 2,851 "," 49,474 ",5.76,,
City of Charlevoix,MI,Publicly Owned, 9 , 462 ," 13,963 ",3.31,,
City of Croswell,MI,Publicly Owned, 9 ," 1,251 "," 19,790 ",6.32,,
City of Crystal Falls,MI,Publicly Owned, 1 , 1 , 13 ,7.69,,
City of Dowagiac,MI,Publicly Owned, 34 ," 2,047 "," 34,927 ",5.86,,
City of Eaton Rapids,MI,Publicly Owned, 17 ," 3,007 "," 51,015 ",5.89,,
City of Escanaba,MI,Publicly Owned, 21 ," 2,824 "," 51,835 ",5.45,,
City of Gladstone,MI,Publicly Owned, 26 , 454 ," 9,496 ",4.78,,
City of Grand Haven,MI,Publicly Owned, 135 ," 7,442 "," 121,673 ",6.12,,
City of Hart Hydro,MI,Publicly Owned, 4 , 611 ," 8,570 ",7.13,,
City of Holland,MI,Publicly Owned, 140 ," 24,600 "," 475,096 ",5.18,,
City of Marshall,MI,Publicly Owned, 21 ," 4,647 "," 57,895 ",8.03,,
City of Niles,MI,Publicly Owned, 18 ," 1,930 "," 41,744 ",4.62,,
City of Norway,MI,Publicly Owned, 2 , 380 ," 5,092 ",7.46,,
City of Petoskey,MI,Publicly Owned, 27 , 627 ," 8,589 ",7.30,,
City of Portland,MI,Publicly Owned, 17 , 668 ," 8,948 ",7.47,,
City of Sebewaing,MI,Publicly Owned, 4 ," 1,170 "," 17,905 ",6.53,,
City of South Haven,MI,Publicly Owned, 28 ," 2,446 "," 34,756 ",7.04,,
City of St Louis,MI,Publicly Owned, 2 , 590 ," 8,322 ",7.09,,
City of Stephenson,MI,Publicly Owned, 1 , 16 , 160 ,10.00,,
City of Sturgis,MI,Publicly Owned, 54 ," 8,330 "," 132,429 ",6.29,,
City of Traverse City,MI,Publicly Owned, 33 ," 6,194 "," 118,826 ",5.21,,
City of Wakefield,MI,Publicly Owned, 42 , 54 ," 1,400 ",3.86,,
City of Zeeland,MI,Publicly Owned, 129 ," 11,278 "," 200,700 ",5.62,,
Clinton Village of,MI,Publicly Owned, 7 , 757 ," 9,149 ",8.27,,
Cloverland Electric Co-op,MI,Cooperative, 3 ," 1,601 "," 32,774 ",4.88,,
Coldwater Board of Public Util,MI,Publicly Owned, 217 ," 15,471 "," 234,160 ",6.61,,
Consumers Energy Company,MI,Investor Owned," 8,796 "," 560,132 "," 10,401,284 ",5.39,,
Detroit Edison Co,MI,Investor Owned, 909 ," 602,123 "," 12,253,706 ",4.91,,
Edison Sault Electric Co,MI,Investor Owned, 4 ," 7,899 "," 199,981 ",3.95,,
Great Lakes Energy Coop,MI,Cooperative, 31 ," 11,802 "," 216,110 ",5.46,,
Hillsdale Board of Public Wks,MI,Publicly Owned, 27 ," 4,366 "," 77,447 ",5.64,,
Indiana Michigan Power Co,MI,Investor Owned," 1,117 "," 47,994 "," 1,053,582 ",4.56,,
Lansing City of,MI,Publicly Owned, 334 ," 31,780 "," 656,659 ",4.84,,
Newberry Water & Light Board,MI,Publicly Owned, 15 , 87 , 18 ,483.33,,
Northern States Power Co,MI,Investor Owned, 35 ," 2,271 "," 46,039 ",4.93,,
Ontonagon County R E A,MI,Cooperative, 31 , 471 ," 4,249 ",11.08,,
Presque Isle Elec & Gas Coop,MI,Cooperative, 495 ," 1,538 "," 19,200 ",8.01,,
Tri-County Electric Coop,MI,Cooperative, 76 , 234 ," 36,108 ",0.65,,
Upper Peninsula Power Co,MI,Investor Owned, 13 ," 11,576 "," 211,101 ",5.48,,
Village of Baraga,MI,Publicly Owned, 22 , 184 ," 2,488 ",7.40,,
Village of Chelsea,MI,Publicly Owned, 12 ," 1,639 "," 29,878 ",5.49,,
Village of L'Anse,MI,Publicly Owned, 9 , 246 ," 4,205 ",5.85,,
Village of Paw Paw,MI,Publicly Owned, 27 , 327 ," 5,004 ",6.53,,
Village of Union City,MI,Publicly Owned, 9 , 124 ," 1,347 ",9.21,,
Wisconsin Electric Power Co,MI,Investor Owned, 13 ," 90,365 "," 2,620,094 ",3.45,,
Wisconsin Public Service Corp,MI,Investor Owned, 934 ," 6,014 "," 188,547 ",3.19,,
Wyandotte Municipal Serv Comm,MI,Publicly Owned, 122 ," 11,414 "," 158,485 ",7.20,,
Adrian Public Utilities Comm,MN,Publicly Owned, 2 , 42 , 698 ,6.02,,
Agralite Electric Coop,MN,Cooperative, 3 ," 1,831 "," 39,829 ",4.60,,
Aitkin Public Utilities Comm,MN,Publicly Owned, 60 ," 1,108 "," 16,400 ",6.76,,
Anoka Electric Coop,MN,Cooperative, 312 ," 6,545 "," 126,680 ",5.17,,
Austin City of,MN,Publicly Owned, 1 ," 5,334 "," 113,160 ",4.71,,
Bagley Public Utilities Comm,MN,Publicly Owned, 59 , 724 ," 13,513 ",5.36,,
Brainerd Public Utilities,MN,Publicly Owned, 28 ," 4,537 "," 87,494 ",5.19,,
Brewster City of,MN,Publicly Owned, 2 , 109 ," 1,589 ",6.86,,
Brown County Rural Elec Assn,MN,Cooperative, 5 ," 1,026 "," 22,113 ",4.64,,
City of Ada,MN,Publicly Owned, 3 , 8 , 215 ,3.72,,
City of Alexandria,MN,Publicly Owned, 151 ," 6,705 "," 139,873 ",4.79,,
City of Anoka,MN,Publicly Owned, 18 ," 5,193 "," 96,704 ",5.37,,
City of Baudette,MN,Publicly Owned, 1 , 213 ," 6,308 ",3.38,,
City of Benson,MN,Publicly Owned, 48 , 579 ," 11,987 ",4.83,,
City of Bigelow,MN,Publicly Owned, 7 , 27 , 323 ,8.36,,
City of Blue Earth,MN,Publicly Owned, 57 ," 2,220 "," 34,193 ",6.49,,
City of Breckenridge,MN,Publicly Owned, 21 , 597 ," 10,873 ",5.49,,
City of Brownton,MN,Publicly Owned, 5 , 21 , 305 ,6.89,,
City of Buffalo,MN,Publicly Owned, 13 , 394 ," 8,866 ",4.44,,
City of Buhl,MN,Publicly Owned, 17 , 24 , 394 ,6.09,,
City of Caledonia,MN,Publicly Owned, 73 , 572 ," 10,707 ",5.34,,
City of Chaska,MN,Publicly Owned, 225 ," 10,198 "," 172,628 ",5.91,,
City of Detroit Lakes,MN,Publicly Owned, 110 ," 3,634 "," 76,098 ",4.78,,
City of Eitzen,MN,Publicly Owned, 3 , 19 , 250 ,7.60,,
City of Elbow Lake,MN,Publicly Owned, 27 , 25 , 260 ,9.62,,
City of Elk River,MN,Publicly Owned, 256 ," 5,903 "," 81,486 ",7.24,,
City of Fairfax,MN,Publicly Owned, 6 , 119 ," 2,154 ",5.52,,
City of Fosston,MN,Publicly Owned, 8 , 384 ," 7,287 ",5.27,,
City of Gilbert,MN,Publicly Owned, 1 , 87 ," 1,384 ",6.29,,
City of Harmony,MN,Publicly Owned, 9 , 25 , 410 ,6.10,,
City of Jackson,MN,Publicly Owned, 42 ," 1,236 "," 22,872 ",5.40,,
City of Lake City,MN,Publicly Owned, 6 ," 4,223 "," 87,519 ",4.83,,
City of Luverne,MN,Publicly Owned, 70 ," 1,770 "," 40,197 ",4.40,,
City of Madelia,MN,Publicly Owned, 9 , 606 ," 9,583 ",6.32,,
City of Madison,MN,Publicly Owned, 13 , 143 ," 1,887 ",7.58,,
City of Marshall,MN,Publicly Owned, 87 ," 17,076 "," 477,699 ",3.57,,
City of Moorhead,MN,Publicly Owned, 187 ," 8,326 "," 195,568 ",4.26,,
City of Mora,MN,Publicly Owned, 4 ," 1,032 "," 18,000 ",5.73,,
City of Mountain Iron,MN,Publicly Owned, 6 , 88 ," 1,202 ",7.32,,
