"Table 15. Class of Ownership, Number of Bundled Ultimate Consumers, Revenue, Sales, and",,,,,
                Average Revenue per Kilowatthour for the Commercial Sector by State,,,,,
"                Utility, 2002",,,,,
,,,,,
State,Class of,Number of,Revenue,Sales,Average Revenue
SE-MA-NO Electric Cooperative,Cooperative,373,724,"11,244",6.44
SEMO Electric Cooperative,Cooperative,"4,402","5,011","65,830",7.61
Seymour City of,Publicly Owned,137,343,"4,287",8.00
Shelbina City of,Publicly Owned,211,446,"6,327",7.05
Sikeston City of,Publicly Owned,"1,721","5,515","113,299",4.87
Slater City of,Publicly Owned,135,366,"4,080",8.97
"Southwest Electric Coop, Inc",Cooperative,"2,143","3,427","56,884",6.02
Springfield City of,Publicly Owned,"12,926","61,054","1,423,018",4.29
St James City of,Publicly Owned,290,"1,925","30,518",6.31
St Robert City of,Publicly Owned,460,"1,812","33,941",5.34
Stanberry City of,Publicly Owned,92,210,"2,731",7.69
Steelville City of,Publicly Owned,206,385,"5,340",7.21
Sullivan City of,Publicly Owned,383,538,"8,000",6.73
Thayer City of,Publicly Owned,147,413,"5,319",7.76
Three Rivers Electric Coop,Cooperative,"1,332","2,954","49,635",5.95
Trenton Municipal Utilities,Publicly Owned,490,"1,734","28,689",6.04
Tri-County Electric Coop Assn,Cooperative,350,635,"9,729",6.53
Union Electric Co,Investor-Owned,"145,351","801,141","13,482,191",5.94
Unionville City of,Publicly Owned,183,230,"4,130",5.57
"United Electric Coop, Inc",Cooperative,112,"1,180","20,498",5.76
Vandalia City of,Publicly Owned,170,539,"5,337",10.10
Waynesville City of,Publicly Owned,277,"1,004","18,390",5.46
Webster Electric Cooperative,Cooperative,"1,518","4,138","74,908",5.52
West Central Electric Coop Inc,Cooperative,90,360,"6,440",5.59
West Plains City of,Publicly Owned,791,"1,648","24,588",6.70
White River Valley El Coop Inc,Cooperative,"3,814","10,997","173,004",6.36
Willow Springs City of,Publicly Owned,159,389,"5,460",7.12
Winona City of,Publicly Owned,83,141,"3,225",4.37
 State Total,,"331,088","1,575,542","26,796,207",5.88
Montana,,,,,
Avista Corp,Investor-Owned,1,2,31,6.45
"Beartooth Electric Coop, Inc",Cooperative,226,437,"6,210",7.04
"Big Flat Electric Coop, Inc",Cooperative,182,651,"7,459",8.73
"Big Horn County Elec Coop, Inc",Cooperative,467,"1,807","23,463",7.70
Big Horn Rural Electric Co,Cooperative,23,69,568,12.15
Black Hills Power Inc,Investor-Owned,19,18,183,9.84
Fall River Rural Elec Coop Inc,Cooperative,482,"1,884","29,357",6.42
"Fergus Electric Coop, Inc",Cooperative,239,614,"8,435",7.28
Flathead Electric Coop Inc,Cooperative,"8,058","26,938","375,334",7.18
"Glacier Electric Coop, Inc",Cooperative,"1,421","4,099","64,186",6.39
"Goldenwest Electric Coop, Inc",Cooperative,9,93,923,10.08
"Hill County Electric Coop, Inc",Cooperative,132,"1,224","18,714",6.54
"Lincoln Electric Coop, Inc",Cooperative,538,"1,069","21,438",4.99
"Lower Yellowstone R E A, Inc",Cooperative,424,604,"6,345",9.52
Marias River Electric Coop Inc,Cooperative,"1,190","2,329","42,386",5.49
"McCone Electric Co-op, Inc",Cooperative,462,"1,223","16,889",7.24
McKenzie Electric Coop Inc,Cooperative,2,3,43,6.98
MDU Resources Group Inc,Investor-Owned,"4,526","11,090","200,595",5.53
"Mid-Yellowstone Elec Coop, Inc",Cooperative,152,208,"2,819",7.38
Mission Valley Power,Federal,"2,785","5,746","102,580",5.60
"Missoula Electric Coop, Inc",Cooperative,"1,051","1,676","31,238",5.37
"Northern Electric Coop, Inc",Cooperative,291,"1,183","12,142",9.74
"Northern Lights, Inc",Cooperative,227,543,"7,096",7.65
NorthWestern Energy LLC,Investor-Owned,"53,655","153,002","2,372,317",6.45
"Park Electric Cooperative, Inc",Cooperative,70,319,"5,013",6.36
Powder River Energy Corp,Cooperative,69,363,"6,323",5.74
"Ravalli County Elec Coop, Inc",Cooperative,243,510,"8,211",6.21
"Sheridan Electric Coop, Inc",Cooperative,710,"3,653","46,934",7.78
"Southeast Electric Coop, Inc",Cooperative,15,39,460,8.48
"Sun River Electric Coop, Inc",Cooperative,47,484,"8,583",5.64
Tongue River Electric Coop Inc,Cooperative,480,561,"8,954",6.27
Troy City of,Publicly Owned,78,141,"2,777",5.08
"Valley Electric Coop, Inc",Cooperative,212,370,"4,464",8.29
"Vigilante Electric Coop, Inc",Cooperative,113,364,"6,898",5.28
Yellowstone Valley Elec Co-op,Cooperative,988,"1,334","20,275",6.58
 State Total,,"79,587","224,650","3,469,643",6.47
Nebraska,,,,,
Alliance City of,Publicly Owned,761,"1,935","29,689",6.52
Ansley City of,Publicly Owned,69,112,"1,627",6.88
Arapahoe City of,Publicly Owned,140,399,"4,243",9.40
Arnold Village of,Publicly Owned,126,151,"2,389",6.32
Auburn Board of Public Works,Publicly Owned,637,868,"14,915",5.82
Battle Creek City of,Publicly Owned,55,102,"1,310",7.79
Bayard City of,Publicly Owned,112,195,"2,991",6.52
Beatrice City of,Publicly Owned,790,"1,231","18,664",6.60
Beaver City City of,Publicly Owned,31,61,802,7.61
Benkelman City of,Publicly Owned,152,387,"4,809",8.05
Blue Hill City of,Publicly Owned,71,140,"2,115",6.62
Bradshaw Village of,Publicly Owned,20,27,340,7.94
Bridgeport Utilities City of,Publicly Owned,241,393,"7,595",5.17
Broken Bow City of,Publicly Owned,424,873,"16,919",5.16
Burt County Public Power Dist,Publicly Owned,184,434,"6,621",6.55
Burwell City of,Publicly Owned,141,289,"4,421",6.54
Butler County Rural P P D,Publicly Owned,395,824,"12,253",6.72
Callaway Village of,Publicly Owned,50,144,"2,424",5.94
Cambridge City of,Publicly Owned,119,428,"5,671",7.55
Campbell Village of,Publicly Owned,60,67,946,7.08
Cedar-Knox Public Power Dist,Publicly Owned,547,"1,990","38,872",5.12
Central City City of,Publicly Owned,266,602,"7,549",7.97
Chappell City of,Publicly Owned,431,71,"1,199",5.92
"Cherry-Todd Electric Coop, Inc",Cooperative,12,75,"1,193",6.29
Chester Village of,Publicly Owned,61,102,"1,230",8.29
Chimney Rock Public Power Dist,Publicly Owned,261,519,"7,346",7.07
Clarkson City of,Publicly Owned,85,199,"3,487",5.71
Cornhusker Public Power Dist,Publicly Owned,307,"2,373","44,414",5.34
Cozad Board of Public Works,Publicly Owned,311,"1,378","22,023",6.26
Crete City of,Publicly Owned,360,982,"19,669",4.99
Cuming County Public Pwr Dist,Publicly Owned,333,"1,204","19,800",6.08
Curtis City of,Publicly Owned,183,214,"2,895",7.39
Custer Public Power District,Publicly Owned,860,"1,354","20,402",6.64
Davenport Village of,Publicly Owned,44,67,847,7.91
David City City of,Publicly Owned,199,242,"3,493",6.93
Dawson County Public Pwr Dist,Publicly Owned,"1,258","3,142","58,014",5.42
De Witt Village of,Publicly Owned,24,53,662,8.01
Decatur Village of,Publicly Owned,49,112,"1,314",8.52
Deshler City of,Publicly Owned,101,211,"3,120",6.76
Dorchester Village of,Publicly Owned,25,124,"2,511",4.94
Edgar City of,Publicly Owned,90,220,"3,529",6.23
Elk Creek Village of,Publicly Owned,7,23,565,4.07
Elkhorn Rural Public Pwr Dist,Publicly Owned,541,961,"14,589",6.59
Emerson City of,Publicly Owned,72,122,"2,328",5.24
Endicott Village of,Publicly Owned,9,8,130,6.15
Fairbury City of,Publicly Owned,537,"1,143","17,512",6.53
Fairmont Village of,Publicly Owned,87,146,"2,150",6.79
Falls City City of,Publicly Owned,538,831,"14,863",5.59
Franklin City of,Publicly Owned,159,395,"4,517",8.74
Fremont City of,Publicly Owned,"1,445","2,131","39,699",5.37
Friend City of,Publicly Owned,146,329,"4,868",6.76
Gering City of,Publicly Owned,409,918,"10,759",8.53
Giltner City of,Publicly Owned,36,53,576,9.20
Gothenburg City of,Publicly Owned,335,627,"11,183",5.61
Grand Island City of,Publicly Owned,"3,164","7,963","146,124",5.45
Grant City of,Publicly Owned,174,280,"4,000",7.00
Greenwood Village of,Publicly Owned,34,91,"1,068",8.52
Hampton Village of,Publicly Owned,44,94,"1,074",8.75
Hastings City of,Publicly Owned,"1,926","5,160","87,393",5.90
Hebron City of,Publicly Owned,218,841,"13,648",6.16
Hemingford Village of,Publicly Owned,112,239,"3,081",7.76
Hickman City of,Publicly Owned,46,74,839,8.82
"High West Energy, Inc",Cooperative,520,"3,042","45,673",6.66
Highline Electric Assn,Cooperative,130,461,"7,465",6.18
Holdrege City of,Publicly Owned,478,"1,615","29,564",5.46
Howard Greeley Rural P P D,Publicly Owned,460,742,"11,561",6.42
Hubbell City of,Publicly Owned,15,19,43,44.19
Imperial City of,Publicly Owned,270,535,"9,329",5.73
Indianola City of,Publicly Owned,34,113,"1,449",7.80
KBR Rural Public Power District,Publicly Owned,934,"2,046","24,092",8.49
Kimball City of,Publicly Owned,384,545,"8,415",6.48
"LaCreek Electric Assn, Inc",Cooperative,11,73,"1,167",6.26
Laurel City of,Publicly Owned,135,177,"3,747",4.72
Lexington City of,Publicly Owned,579,"1,911","32,265",5.92
Lincoln Electric System,Publicly Owned,"13,565","48,127","1,053,336",4.57
Lodgepole City of,Publicly Owned,62,67,985,6.80
Loup River Public Power Dist,Publicly Owned,"2,700","7,066","135,447",5.22
Loup Valleys Rural P P D,Publicly Owned,372,965,"15,881",6.08
Lyman Village of,Publicly Owned,63,44,470,9.36
Lyons City of,Publicly Owned,111,220,"2,983",7.38
Madison City of,Publicly Owned,172,575,"9,843",5.84
McCook Public Power District,Publicly Owned,300,"1,564","28,040",5.58
Midwest Electric Member Corp,Cooperative,"1,015","1,932","28,000",6.90
Minden City of,Publicly Owned,290,824,"11,382",7.24
Mitchell City of,Publicly Owned,149,276,"4,795",5.76
Morrill Village of,Publicly Owned,159,225,"3,309",6.80
Mullen Village of,Publicly Owned,74,99,"1,566",6.32
Nebraska City City of,Publicly Owned,851,"2,140","33,215",6.44
Nebraska Public Power District,Publicly Owned,"14,979","53,971","834,515",6.47
Neligh City of,Publicly Owned,204,598,"7,919",7.55
Nelson City of,Publicly Owned,45,60,"1,093",5.49
"Niobrara Electric Assn, Inc",Cooperative,316,267,"3,765",7.09
Norris Public Power District,Publicly Owned,"4,077","6,097","74,686",8.16
North Central Public Pwr Dist,Publicly Owned,"1,375","2,445","37,191",6.57
North Platte City of,Publicly Owned,"1,669","7,215","133,202",5.42
Northeast Nebraska P P D,Publicly Owned,649,"1,005","14,159",7.10
Northwest Rural Pub Pwr Dist,Publicly Owned,169,416,"5,457",7.62
Omaha Public Power District,Publicly Owned,"37,807","176,744","3,264,938",5.41
Ord City of,Publicly Owned,247,669,"11,436",5.85
Oxford Village of,Publicly Owned,85,204,"3,447",5.92
Panhandle Rural El Member Assn,Cooperative,"1,724","6,554","85,874",7.63
Pender City of,Publicly Owned,150,379,"7,110",5.33
Perennial Public Power Dist,Publicly Owned,301,"1,108","16,586",6.68
Pierce City of,Publicly Owned,148,159,"2,450",6.49
Plainview City of,Publicly Owned,152,365,"4,773",7.65
Polk County Rural Pub Pwr Dist,Publicly Owned,382,"1,149","18,085",6.35
Polk Village of,Publicly Owned,49,86,814,10.57
Prague Village of,Publicly Owned,18,39,575,6.78
Randolph City of,Publicly Owned,129,254,"3,673",6.92
Red Cloud City of,Publicly Owned,141,276,"4,417",6.25
Reynolds Village of,Publicly Owned,7,9,166,5.42
Roosevelt Public Power Dist,Publicly Owned,523,692,"11,212",6.17
Sargent City of,Publicly Owned,105,150,"2,404",6.24
Schuyler City of,Publicly Owned,279,420,"6,899",6.09
Scribner City of,Publicly Owned,111,371,"5,119",7.25
Seward City of,Publicly Owned,286,"1,157","20,792",5.56
Seward County Rrl Pub Pwr Dist,Publicly Owned,"1,373","2,313","28,723",8.05
Shickley Village of,Publicly Owned,51,70,"1,192",5.87
Sidney City of,Publicly Owned,698,"1,058","13,316",7.95
Snyder City of,Publicly Owned,34,75,"1,283",5.85
South Central Public Pwr Dist,Publicly Owned,"3,222","4,212","65,492",6.43
South Sioux City City of,Publicly Owned,748,"4,590","120,882",3.80
Southern Public Power District,Publicly Owned,"2,072","2,259","30,090",7.51
Southwest Public Power Dist,Publicly Owned,714,"1,904","31,769",5.99
Spalding Village of,Publicly Owned,117,168,"2,843",5.91
Spencer City of,Publicly Owned,64,138,"2,392",5.77
St Paul City of,Publicly Owned,204,357,"4,161",8.58
Stanton County Public Pwr Dist,Publicly Owned,781,"1,061","12,918",8.21
Stratton City of,Publicly Owned,61,106,"1,488",7.12
Stromsburg City of,Publicly Owned,130,177,"2,145",8.25
Stuart City of,Publicly Owned,96,181,"2,479",7.30
Superior City of,Publicly Owned,244,593,"7,461",7.95
Sutton City of,Publicly Owned,132,311,"6,217",5.00
Syracuse City of,Publicly Owned,171,257,"3,568",7.20
Talmage Village of,Publicly Owned,27,55,"1,000",5.50
Tecumseh City of,Publicly Owned,197,491,"8,246",5.95
Trenton City of,Publicly Owned,85,138,"2,068",6.67
Twin Valleys Public Power Dist,Publicly Owned,897,"1,536","20,794",7.39
Valentine City of,Publicly Owned,352,"1,181","20,136",5.87
Wahoo Utilities City of,Publicly Owned,348,485,"8,197",5.92
Wakefield City of,Publicly Owned,54,214,"4,210",5.08
Walthill Village of,Publicly Owned,54,159,"2,078",7.65
Wauneta Village of,Publicly Owned,90,143,"2,345",6.10
Wayne City of,Publicly Owned,340,"1,546","36,154",4.28
West Point City of,Publicly Owned,297,330,"6,080",5.43
Wheat Belt Public Power Dist,Publicly Owned,379,"1,672","27,101",6.17
Wilber City of,Publicly Owned,118,303,"5,657",5.36
Wilcox Village of,Publicly Owned,20,48,586,8.19
Winside Village of,Publicly Owned,9,25,225,11.11
Wisner City of,Publicly Owned,163,342,"5,724",5.97
Wood River City of,Publicly Owned,134,463,"5,512",8.40
Wymore City of,Publicly Owned,132,261,"4,889",5.34
Wyrulec Company,Cooperative,34,567,"12,258",4.63
 State Total,,"125,026","414,774","7,383,737",5.62
Nevada,,,,,
Alamo Power District No 3,Publicly Owned,47,166,"2,463",6.74
Boulder City City of,Publicly Owned,883,"2,734","50,884",5.37
Caliente City of,Publicly Owned,86,361,"5,354",6.74
Colorado River Comm of Nevada,Publicly Owned,2,"45,525","676,849",6.73
Fallon City of,Publicly Owned,800,"4,400","40,596",10.84
"Harney Electric Coop, Inc",Cooperative,1,58,"1,120",5.18
Lincoln County Power Dist No 1,Publicly Owned,130,185,"4,463",4.15
"Mt Wheeler Power, Inc",Cooperative,"1,045","1,323","15,780",8.38
Nevada Power Company,Investor-Owned,"75,091","345,342","3,662,436",9.43
Overton Power District No 5,Publicly Owned,"1,162","14,122","205,136",6.88
Pioche City of,Publicly Owned,30,49,793,6.18
Plumas-Sierra Rural Elec Coop,Cooperative,3,4,42,9.52
Raft River Rural Elec Coop Inc,Cooperative,131,78,"1,266",6.16
Sierra Pacific Power Co,Investor-Owned,"37,184","255,026","2,687,871",9.49
Surprise Valley Electrification Corp.,Cooperative,3,5,71,7.04
"Valley Electric Assn, Inc",Cooperative,"1,987","10,723","138,164",7.76
Wells Rural Electric Co,Cooperative,802,"2,571","44,594",5.77
 State Total,,"119,387","682,672","7,537,882",9.06
New Hampshire,,,,,
Ashland Town of,Publicly Owned,189,383,"4,170",9.18
Concord Electric Co,Investor-Owned,"3,634","15,716","160,345",9.80
Connecticut Valley Elec Co Inc,Investor-Owned,"1,569","9,474","79,382",11.93
Exeter & Hampton Electric Co,Investor-Owned,"5,598","14,602","141,021",10.35
Granite State Electric Co,Investor-Owned,"5,754","32,522","382,326",8.51
Littleton Town of,Publicly Owned,754,"1,565","16,370",9.56
New Hampshire Elec Coop Inc,Cooperative,"9,324","27,116","208,253",13.02
New Hampton Village Precinct,Publicly Owned,12,29,234,12.39
Public Service Co of NH,Investor-Owned,"61,775","297,198","2,968,628",10.01
Wolfeboro Town of,Publicly Owned,992,"1,707","15,176",11.25
Woodsville Precinct of,Publicly Owned,188,486,"4,613",10.54
 State Total,,"89,789","400,798","3,980,518",10.07
New Jersey,,,,,
Atlantic City Electric Co,Investor-Owned,"60,101","353,514","3,693,045",9.57
Butler Borough of,Publicly Owned,"1,093","4,758","51,000",9.33
Jersey Central Power & Lt Co,Investor-Owned,"111,610","824,894","8,462,157",9.75
Lavallette Borough of,Publicly Owned,199,443,"5,100",8.69
Milltown Borough of,Publicly Owned,263,"1,223","10,000",12.23
Park Ridge Borough of,Publicly Owned,441,"3,195","32,479",9.84
Pemberton Borough of,Publicly Owned,116,354,"3,636",9.74
Public Service Elec & Gas Co,Investor-Owned,"242,035","1,836,166","21,664,674",8.48
Rockland Electric Co,Investor-Owned,"8,526","66,440","776,409",8.56
Seaside Heights City of,Publicly Owned,666,"2,054","18,409",11.16
South River Borough of,Publicly Owned,950,"1,957","13,295",14.72
Sussex Rural Electric Coop Inc,Cooperative,51,775,"6,652",11.65
Vineland City of,Publicly Owned,"2,637","15,589","136,624",11.41
 State Total,,"428,688","3,111,362","34,873,480",8.92
New Mexico,,,,,
Aztec City of,Publicly Owned,338,"1,549","19,264",8.04
"Central New Mexico El Coop, Inc",Cooperative,"1,152","4,291","48,476",8.85
"Central Valley Elec Coop, Inc",Cooperative,"5,166","5,562","91,226",6.10
"Columbus Electric Coop, Inc",Cooperative,739,"3,865","43,866",8.81
Continental Divide El Coop Inc,Cooperative,"2,877","8,011","122,708",6.53
"Duncan Valley Elec Coop, Inc",Cooperative,18,86,"1,213",7.09
El Paso Electric Company,Investor-Owned,"7,541","38,676","422,875",9.15
"Farmers' Electric Coop, Inc",Cooperative,"1,373","5,617","77,157",7.28
Farmington City of,Publicly Owned,"5,731","28,168","336,012",8.38
Gallup City of,Publicly Owned,"1,874","10,404","129,181",8.05
"Jemez Mountains Elec Coop, Inc",Cooperative,"3,135","9,354","113,656",8.23
"Kit Carson Electric Coop, Inc",Cooperative,"3,566","8,268","97,807",8.45
"Lea County Electric Coop, Inc",Cooperative,"3,935","15,558","285,723",5.45
Los Alamos County,Publicly Owned,703,"3,115","40,717",7.65
"Mora-San Miguel Elec Coop, Inc",Cooperative,227,941,"10,994",8.56
Navajo Tribal Utility Auth,Publicly Owned,509,"4,636","32,019",14.48
"Navopache Electric Coop, Inc",Cooperative,203,224,"2,981",7.51
Northern Rio Arriba E Coop Inc,Cooperative,609,"1,220","15,655",7.79
Otero County Electric Coop Inc,Cooperative,"1,642","2,057","21,090",9.75
Public Service Co of NM,Investor-Owned,"40,851","248,510","3,264,754",7.61
Raton Public Service Company,Publicly Owned,625,"2,196","26,059",8.43
"Rio Grande Electric Coop, Inc",Cooperative,48,372,"4,816",7.72
Roosevelt County Elec Coop Inc,Cooperative,779,962,"13,377",7.19
"Sierra Electric Coop, Inc",Cooperative,373,982,"11,763",8.35
"Socorro Electric Coop, Inc",Cooperative,"1,367","4,691","59,726",7.85
Southwestern Electric Coop Inc,Cooperative,624,"2,594","40,249",6.44
Southwestern Public Service Co,Investor-Owned,"19,037","61,156","1,399,557",4.37
"Springer Electric Coop, Inc",Cooperative,481,"1,194","13,505",8.84
Springer Town of,Publicly Owned,102,221,"2,061",10.72
Texas-New Mexico Power Co,Investor-Owned,"6,343","29,152","232,135",12.56
"Tri-County Electric Coop, Inc",Cooperative,4,2,11,18.18
Truth or Consequences City of,Publicly Owned,552,"1,819","18,908",9.62
 State Total,,"112,524","505,453","6,999,541",7.22
New York,,,,,
Akron Village of,Publicly Owned,118,74,"2,137",3.46
Andover Village of,Publicly Owned,73,109,"2,267",4.81
Angelica Village of,Publicly Owned,77,146,"2,208",6.61
Arcade Village of,Publicly Owned,491,"1,193","40,141",2.97
Bath Electric Gas & Water Sys,Publicly Owned,522,647,"14,261",4.54
Bergen Village of,Publicly Owned,74,153,"2,927",5.23
Boonville Village of,Publicly Owned,362,175,"4,229",4.14
Brocton Village of,Publicly Owned,79,132,"3,748",3.52
Castile Village of,Publicly Owned,58,32,626,5.11
Central Hudson Gas & Elec Corp,Investor-Owned,"38,698","112,599","1,534,091",7.34
Churchville Village of,Publicly Owned,86,280,"7,521",3.72
Consolidated Edison Co-NY Inc,Investor-Owned,"429,641","2,663,247","18,594,627",14.32
"Delaware County Elec Cooperative, Inc",Cooperative,31,102,"1,200",8.50
Endicott Village of,Publicly Owned,275,186,"3,974",4.68
Energetix,Power Marketer,"7,103","79,672","882,540",9.03
Fairport Village of,Publicly Owned,"1,351","3,429","94,239",3.64
Fishers Island Utility Co Inc,Investor-Owned,116,270,"1,171",23.06
Frankfort Village of,Publicly Owned,140,310,"6,194",5.00
Freeport Village of,Publicly Owned,"1,756","10,447","136,419",7.66
Green Island Village of,Publicly Owned,121,406,"5,798",7.00
Greene Village of,Publicly Owned,95,55,"1,101",5.00
Greenport Village of,Publicly Owned,388,836,"9,821",8.51
Groton Village of,Publicly Owned,121,137,"3,078",4.45
Hamilton Village of,Publicly Owned,188,172,"4,375",3.93
Holley Village of,Publicly Owned,111,51,"1,500",3.40
Ilion Village of,Publicly Owned,174,83,"2,351",3.53
Jamestown Board of Public Util,Publicly Owned,"2,487","6,979","146,121",4.78
"Lake Placid Village, Inc",Publicly Owned,782,"2,429","82,425",2.95
Little Valley Village of,Publicly Owned,107,397,"6,260",6.34
Long Island Power Authority,Publicly Owned,"107,888","1,064,858","9,026,264",11.80
Marathon Village of,Publicly Owned,104,44,919,4.79
Massena Town of,Publicly Owned,851,712,"13,106",5.43
Mayville Village of,Publicly Owned,197,269,"6,267",4.29
Mohawk Municipal Comm,Publicly Owned,133,161,"5,661",2.84
New York Power Authority,Publicly Owned,4,"6,690","120,574",5.55
New York State Elec & Gas Corp,Investor-Owned,"82,376","303,534","2,918,363",10.40
Niagara Mohawk Power Corp,Investor-Owned,"146,566","987,498","8,984,374",10.99
"Oneida-Madison Elec Coop, Inc",Cooperative,6,40,400,10.00
Orange & Rockland Utils Inc,Investor-Owned,"22,459","114,964","1,227,141",9.37
"Otsego Electric Coop, Inc",Cooperative,188,430,"5,159",8.33
Penn Yan Village of,Publicly Owned,370,415,"7,798",5.32
Pennsylvania Electric Co,Investor-Owned,416,"1,395","15,622",8.93
Philadelphia Village of,Publicly Owned,32,19,358,5.31
Plattsburgh City of,Publicly Owned,"1,364","3,793","126,293",3.00
Richmondville Village of,Publicly Owned,122,87,"1,388",6.27
Rochester Gas and Electric Corporation,Investor-Owned,"26,570","152,218","1,645,668",9.25
Rockville Centre Village of,Publicly Owned,"1,292","7,919","97,219",8.15
Rouses Point Village of,Publicly Owned,112,288,"6,356",4.53
Salamanca City of,Publicly Owned,360,309,"8,868",3.48
Sherburne Village of,Publicly Owned,303,"1,015","30,620",3.31
Sherrill City of,Publicly Owned,106,88,"2,857",3.08
Silver Springs Village of,Publicly Owned,65,26,558,4.66
Skaneateles Village of,Publicly Owned,168,130,"3,000",4.33
Solvay Village of,Publicly Owned,387,984,"30,567",3.22
Spencerport Village of,Publicly Owned,250,187,"4,408",4.24
Springville Village of,Publicly Owned,336,561,"11,774",4.76
"Steuben Rural Elec Coop, Inc",Cooperative,187,604,"7,450",8.11
Theresa Village of,Publicly Owned,31,11,305,3.61
Tupper Lake Village of,Publicly Owned,321,205,"6,157",3.33
Watkins Glen Village of,Publicly Owned,184,109,"2,277",4.79
Wellsville Village of,Publicly Owned,288,193,"5,858",3.29
Westfield Village of,Publicly Owned,402,331,"7,381",4.48
 State Total,,"880,063","5,534,835","45,928,360",12.05
North Carolina,,,,,
Albemarle City of,Publicly Owned,"1,929","9,791","117,968",8.30
Albemarle Electric Member Corp,Cooperative,519,"1,282","16,974",7.55
Apex Town of,Publicly Owned,745,"4,184","52,248",8.01
Ayden Town of,Publicly Owned,506,"2,341","26,539",8.82
Belhaven Town of,Publicly Owned,210,"1,339","11,587",11.56
Benson Town of,Publicly Owned,412,"2,058","21,028",9.79
Black Creek Town of,Publicly Owned,112,184,"1,956",9.41
Blue Ridge Elec Member Corp,Cooperative,"10,542","24,152","250,954",9.62
Blue Ridge Mountain E M C,Cooperative,"2,418","2,982","33,890",8.80
Bostic Town of,Publicly Owned,22,104,"1,431",7.27
Brunswick Electric Member Corp,Cooperative,"1,534","13,658","170,242",8.02
Cape Hatteras Elec Member Corp,Cooperative,"1,074","3,207","38,536",8.32
Carolina Power & Light Co,Investor-Owned,"168,056","710,730","10,777,990",6.59
Carteret-Craven El Member Corp,Cooperative,"3,371","8,738","112,469",7.77
Central Electric Membership Corporation,Cooperative,"1,738","2,956","33,553",8.81
Cherryville City of,Publicly Owned,331,"1,711","20,623",8.30
Clayton Town of,Publicly Owned,508,880,"7,364",11.95
Concord City of,Publicly Owned,"3,312","21,611","343,381",6.29
Cornelius City of,Publicly Owned,302,"1,301","17,835",7.29
Dallas Town of,Publicly Owned,371,"1,488","21,436",6.94
Drexel Town of,Publicly Owned,39,312,"3,958",7.88
Duke Energy Corporation,Investor-Owned,"223,810","1,134,080","19,207,782",5.90
Edenton Town of,Publicly Owned,649,"2,303","26,211",8.79
Edgecombe-Martin County E M C,Cooperative,737,"2,361","29,019",8.14
Elizabeth City City of,Publicly Owned,"1,626","10,851","136,937",7.92
EnergyUnited Elec Member Corp,Cooperative,"6,186","27,085","420,229",6.45
Enfield Town of,Publicly Owned,232,"1,081","9,836",10.99
Farmville Town of,Publicly Owned,386,"2,205","19,151",11.51
Forest City Town of,Publicly Owned,935,"5,565","84,364",6.60
Fountain Town of,Publicly Owned,49,70,608,11.51
Four County Elec Member Corp,Cooperative,"1,714","8,662","139,800",6.20
Fremont Town of,Publicly Owned,88,352,"3,915",8.99
French Broad Elec Member Corp,Cooperative,"1,930","7,047","86,454",8.15
Gastonia City of,Publicly Owned,"3,113","24,546","293,271",8.37
Granite Falls Town of,Publicly Owned,353,"1,361","17,537",7.76
Greenville Utilities Comm,Publicly Owned,"5,883","45,958","565,857",8.12
Halifax Electric Member Corp,Cooperative,"1,201","2,474","25,252",9.80
Hamilton Town of,Publicly Owned,27,85,771,11.02
Harkers Island El Member Corp,Cooperative,137,267,"2,562",10.42
Haywood Electric Member Corp,Cooperative,296,"1,243","16,356",7.60
Hertford City of,Publicly Owned,223,999,"10,996",9.09
High Point Town of,Publicly Owned,"5,299","38,047","484,875",7.85
Highlands City of,Publicly Owned,411,"1,132","13,580",8.34
Hobgood Town of,Publicly Owned,40,90,685,13.14
Hookerton Town of,Publicly Owned,100,133,957,13.90
Huntersville Town of,Publicly Owned,366,"2,746","30,715",8.94
Jones-Onslow Elec Member Corp,Cooperative,"3,884","14,699","202,833",7.25
Kings Mountain City of,Publicly Owned,472,"2,852","39,641",7.19
Kinston City of,Publicly Owned,"1,953","14,428","173,041",8.34
La Grange Town of,Publicly Owned,209,667,"8,513",7.84
Landis Town of,Publicly Owned,398,"1,209","12,393",9.76
Laurinburg City of,Publicly Owned,892,"8,014","84,434",9.49
Lexington City of,Publicly Owned,"2,691","13,941","153,453",9.08
Lincolnton City of,Publicly Owned,566,"2,693","35,023",7.69
Louisburg Town of,Publicly Owned,390,"2,309","22,320",10.34
Lucama Town of,Publicly Owned,115,253,"3,073",8.23
Lumbee River Elec Member Corp,Cooperative,"1,520","6,506","104,146",6.25
Lumberton City of,Publicly Owned,"2,064","18,224","189,062",9.64
MacClesfield Town of,Publicly Owned,29,93,788,11.80
Maiden Town of,Publicly Owned,149,"1,008","11,577",8.71
"Mecklenburg Electric Coop, Inc",Cooperative,4,3,23,13.04
Monroe City of,Publicly Owned,"1,679","7,779","97,663",7.97
Morganton City of,Publicly Owned,"1,388","8,354","124,053",6.73
"Mountain Electric Coop, Inc",Cooperative,"2,475","5,428","74,002",7.33
Murphy Town of,Publicly Owned,"1,180","4,636","69,427",6.68
New Bern City of,Publicly Owned,"2,879","13,981","150,437",9.29
New River Light & Power Co,Publicly Owned,"1,570","5,603","95,510",5.87
Newton City of,Publicly Owned,377,"2,786","40,175",6.93
